Statement,Label,num_label
Says about 80% to 90% of people seeking asylum do not have a valid claim.,FALSE,0
"""In 2010, Maxine Waters steered $12 million in TARP funds to her husband’s private bank account. She was indicted but served no time.""",FALSE,0
"""We will always protect patients with pre-existing conditions, very importantly.""",FALSE,0
"Says ""Nicolás Maduro is carrying out a genocide on his people.""",FALSE,0
"""Suicide is the second-leading cause of death among 15-19 year olds and 25-34 year olds in Missouri.""",TRUE,1
An app called Talking Angela asks children personal questions and takes their photo.,FALSE,0
"Tariffs are ""paid for mostly by China, by the way, not by us.""",FALSE,0
"""Texas actually leads in the number of (Confederate) monuments removed.""",TRUE,1
"""West Virginia spends more tax dollars on public education than all but 13 other states and the District of Columbia.""",FALSE,0
"Says John F. Kennedy said, ""What if we go to heaven and we, all our lives, have treated the Negro as an inferior, and God is there, and we look up and He is not white? What then is our response?""",FALSE,0
"""Over 30 states passed the legislation to ban powdered alcohol,"" and Missouri is not one of them",TRUE,1
"Quotes Joe Biden as saying ""no ordinary American cares about constitutional rights.""",FALSE,0
"""I’m one of the first guys to introduce a climate change bill, way, way back in ‘87.""",TRUE,1
"""99.4% of businesses in Wisconsin are small businesses,"" and they employ ""nearly half of our workforce.""",TRUE,1
"Neil Armstrong’s space boots don’t match a photo of his footprint on the moon, suggesting the moon landing was a hoax.",FALSE,0
"Says Bill de Blasio is ""banning hot dog sales to stop climate change.""",FALSE,0
"""I was always labeled as one of the most liberal members of the United States Congress.""",FALSE,0
"""The last time Illinois raised the minimum wage in 2006, the very next year this state lost 50,000 jobs. The prediction this time is, we’ll lose 90,000 jobs.""",FALSE,0
"Says a Roman statesman in 42 B.C. had a ""warning about Trump"" when he said 2,000 years ago that a nation ""cannot survive treason from within.""",FALSE,0
Says Filipino news organizations are part of a plot to discredit President Rodrigo Duterte and destabilize his government.,FALSE,0
"Says one year ago, ""no cities in the South had guaranteed paid sick days.""",FALSE,0
Photo shows a sea of red-clad education advocates covering most of the Halifax Mall.,FALSE,0
"Quotes President Jimmy Carter as saying ""If you don’t want your tax dollars to help the poor, then stop saying you want a country based on Christian values, because you don’t.""",FALSE,0
"""We suspended the (Foxconn) work around October, November last year because the weather there was snowy and icy cold.""",FALSE,0
"""You've got millions of families paying 40, 50, 60% of their limited incomes to put a roof over their heads.""",TRUE,1
"""The unemployment rate for Wisconsin workers has reached historic lows. It’s never been this low before, ever, ever, ever.""",TRUE,1
"""Before 1973 it was illegal in the U.S. to profit off of health care.""",FALSE,0
"""The poverty rate for Wisconsin families has reached the lowest rate in 22 years.""",FALSE,0
"Speaking of the financial crisis that gained traction in 2007, ""I talked about it to anyone who would listen, a crisis is coming.""",TRUE,1
"""The enumeration clause speaks to the count of every individual, and not just Americans, not just citizens."" ",TRUE,1
"With a late-term abortion, ""the mother meets with the doctor. They take care of the baby, they wrap the baby beautifully. And then the doctor and the mother determine whether or not they will execute the baby.""",FALSE,0
Says Mitch McConnell was cured of polio when he was a child by government-funded care and now he’s trying to take that same care away from millions of Americans,FALSE,0
"""All the ponds in Missouri for which we have data are causing groundwater contamination. … This is a statewide issue.""",TRUE,1
"Says 74% of people in Texas are ""crammed into 4% of the land."" ",TRUE,1
"For the first time in U.S. history, a one-year-old appears in court as a defendant.",FALSE,0
"""Big pharmaceuticals pay off — they literally pay off — generics to keep the prices and the competition off the market.""",TRUE,1
"Says ""5 out of 10"" GOP candidates don’t live in North Carolina’s 9th Congressional District.",TRUE,1
"Florida state senators ""are pushing a new government program that allows prescription drugs from China without FDA inspection.""",FALSE,0
"""Every county in the state of Texas has a veterans court.""",FALSE,0
"""In my own state of Vermont, from the very first days of our state's history, what our Constitution says is that everybody can vote. That is true. So people in jail can vote.""",TRUE,1
"""I was the only member of the Senate – Republican or Democrat – who has consistently voted against efforts to use the so called ‘nuclear option’ to change the rules of the Senate.""",TRUE,1
"""West Virginia’s exports increased for the second year in a row in 2018, reaching $8.1 billion. Additionally, West Virginia’s export growth rate was 14.2%, nearly double the national average of 7.6%.""",TRUE,1
"""Our state has fewer science, technology, engineering and math graduates than any neighboring state.""",TRUE,1
"""The majority of women are minimum wage workers.""",FALSE,0
"""Since 2011, we have documentation of 1,671 dead bodies we have recovered in Texas, many in Brooks County.""",TRUE,1
"""The 2008 election was the first election in which voters of color comprised over 25 percent of the electorate, and that number is going up.""",TRUE,1
"""Currently, 23 percent of our military's infrastructure is graded as 'poor' while 9 percent is 'failing.'""",TRUE,1
"""The White House fully cooperated with the Special Counsel’s investigation.""",FALSE,0
"""In New York State, Democrats blocked a Bill expanding College Tuition for Gold Star families after approving aid for illegal immigrants."" ",TRUE,1
"""No, we do not have laws in place protecting babies who are born alive as the result of an abortion.""",FALSE,0
"""There have been zero reported instances of any child born alive after an abortion in Texas.""",TRUE,1
"The Affordable Care Act ""provided over 200,000 West Virginians with health care coverage.""",TRUE,1
"""Wisconsin (has) the highest infant mortality rate for black babies nationwide.""",TRUE,1
"""Like every budget passed by the Senate since I have been lieutenant governor, Senate Bill 1 is within the spending limit set by the Texas Constitution.""",TRUE,1
"Says all North Carolina teachers do not currently get a ""duty free lunch break.""",TRUE,1
"""The states that have passed (campus carry laws) have seen enrollment drop significantly.""",FALSE,0
"Other than University of Virginia’s 2019 basketball team, ""We’ve not had a Virginia team even in the Final Four in over a decade. I think George Mason was the last one…""
 ",FALSE,0
Says that the Council on American-Islamic Relations was founded in response to 9/11.,FALSE,0
"Quotes Thomas Homer-Dixon as saying a windmill will ""never generate as much energy as was invested building it.""",FALSE,0
"""North Carolina last year was second in the nation in overdose deaths""",FALSE,0
"The Southern strategy is a ""myth"" that ""never happened.""
 ",FALSE,0
"""Health and Human Services admits they have never conducted federally-required monitoring of vaccine safety for over 30 years.""",FALSE,0
"In 20 years ""there will be enough Muslim voters in the U.S. to elect the president.""",FALSE,0
"""Missouri ranks 45th in the nation in per capita state fiscal support for higher education and Missouri State is last among Missouri schools.""",TRUE,1
"Says ""13,506 Marines have applied for White House duty"" since Trump’s inauguration. When Obama was president, ""no Marines volunteered"" but had to be ""assigned.""",FALSE,0
"Says President Barack Obama once said, ""The American dream is to be Donald Trump""",FALSE,0
"Says President Donald Trump said asylum seekers ""aren't people. These are animals.""",FALSE,0
"Says John F. Kennedy Jr. said, ""If my dear friend Donald Trump ever decided to sacrifice his fabulous billionaire lifestyle to become president he would be an unstoppable force for ultimate justice that Democrats and Republicans alike would celebrate.""",FALSE,0
Photos related to gun violence in present-day United States and the Holocaust in Nazi Germany suggest that gun control laws created or exacerbated the genocide of Jews.,FALSE,0
"""The previous administration under President Barack Obama really was the first time that we didn’t ask a citizenship-type question … for the first time in a century, a citizenship question was not included in 2010.""",FALSE,0
"""About 80 percent of (the manufacturing and agriculture) tax credit goes to claimants who are making $1 million or more.""
 ",TRUE,1
"""Puerto Rico got 91 Billion Dollars for the hurricane, more money than has ever been gotten for a hurricane before.""",FALSE,0
"""Hackers are posting sexual videos and pictures on your (Facebook) walls! You don’t see them, but your friends do, then it seems as if you posted it.""",FALSE,0
"Seven days before John F. Kennedy was assassinated he said, ""There’s a plot in this country to enslave every man, woman and child. Before I leave this high and noble office, I intend to expose this plot.""",FALSE,0
"""When Winston Churchill was asked to cut arts funding in favour of the war effort, he simply replied, ‘then what are we fighting for?’ """,FALSE,0
"Quotes Bernie Sanders as saying, ""Christianity is an insult to Muslims.""
 ",FALSE,0
"""The day Al Gore was born, there were 130,000 glaciers on earth. Today, only 130,000 remain.""",FALSE,0
"""Women in Virginia have been incarcerated at an increasingly high rate. It’s around (a) 300 percent increase in the past four or five years.""
 ",FALSE,0
"Quotes Adolf Hitler as saying the best way to control a people is ""to take a little of their freedom at a time.""",FALSE,0
"""Pritzker and Madigan want to change the constitution to allow a permanent jobs tax on middle class families.""",FALSE,0
"""Right now, 1 in 4 Texas women of reproductive age are uninsured, totaling 1.5 million Texas women.""",TRUE,1
"For Cabinet posts, ""I have the best voting record against Trump nominees of anyone else running for president""
 ",TRUE,1
"Says Islamic studies professor Tariq Ramadan said Muslims are here ""to colonize the U.S. and Canada and spread Sharia law"" and won’t ""hesitate to use violent Jihad"" if they have to.",FALSE,0
"Says Donna Brazile is a ""criminal.""",FALSE,0
"""President Trump’s wall costs less than the ObamaCare website.""",FALSE,0
"Says an ICE detainer request ""is not a valid warrant.""",TRUE,1
"""The FBI said (former national security adviser Michael Flynn) wasn't lying.""",FALSE,0
"29 states still don’t have ""comprehensive protections"" for people in the LGBTQ community.",TRUE,1
"Says Tom Ford said about Melania Trump, ""I have no interest in dressing a glorified escort who steals speeches and has bad taste in men.""",FALSE,0
"Says Trump administration is ""raiding money"" from military service member pensions to pay for the border wall.",FALSE,0
"""President Trump signed legislation to clean up millions of tons of trash from our oceans and lakes last week.""",FALSE,0
"Says Samuel L. Jackson said, ""Maybe if we underpaid these modern mumble rappers and overpaid teachers there would be smarter people in the future and less s----- music.""",FALSE,0
"Says Joseph Stalin said, ""It is enough that the people know there was an election. The people who cast the votes decide nothing. The people who count the votes decide everything.""",FALSE,0
"""Congress quietly repealed the McCarran Warner Act of 1952 forbidding Muslims from holding office.""",FALSE,0
ATM users in distress can enter their PIN backwards to secretly call the police.,FALSE,0
"Says ""zero"" African Americans have presented to the House Budget Committee in 2019.",TRUE,1
"Shows a photo of two similar Wall Street Journal newspapers with different headlines about President Donald Trump, and describes the editions as, ""Same paper, same dates, different markets. What did you just learn? Feeling manipulated yet?""",FALSE,0
"Says a photograph of Harriet Tubman shows she was a ""gun-toting, Democrat-shooting, 2nd Amendment-supporting Republican.""",FALSE,0
"""Nationally, they predict prison populations on the basis of third-grade achievement.""",FALSE,0
"""We could build 30 walls with the $150 billion Obama gave to Iran.""",FALSE,0
"During her tenure as county attorney in Minnesota, ""there was a 65 percent decrease in incarceration of African-Americans.""",FALSE,0
"""We are always going to need architects, doctors, we’re going to need professionals with four-year degrees. But 65 to 70 percent of the people in Missouri don’t have degrees.""",TRUE,1
"""Over the last eight years, we’ve shown that even though we’ve cut taxes by $8 billion, revenues continue to grow.""",TRUE,1
"""America came along as the first country to end (slavery) within 150 years.""",FALSE,0
"""Farmer suicide rates are as high as they have been since the Great Depression.""",FALSE,0
Says the Looney Tunes cartoon character Yosemite Sam was banned from television for being too violent.,FALSE,0
"""Now there is a new threat that we’re seeing up close: the risk of exposure to powerful drugs that can kill in even tiny amounts.""",FALSE,0
"''Over 40 percent of African-American men in (Milwaukee County) have been going to prison for low-level drug offenses, and I think a hundred times that in the city of Madison.""",FALSE,0
"Florida drivers who have their cell phones ""in hand"" can be ticketed $250 and sent to ""driving school."" ",FALSE,0
"""Democrats have forced a special election""",FALSE,0
"California has ""the largest death row in the Western Hemisphere, the largest death row in the United States of America — two times the size of the next largest state: Florida.""",TRUE,1
"Says HR 1 would ""legalize"" the kind of fraud found in North Carolina",FALSE,0
"Says 228 House Democrats voted ""to allow illegal aliens to have right to vote""",FALSE,0
"The Boeing 737 Max 8, the type of plane that crashed in Ethiopia, continues to fly in the United States, despite the FAA saying ""software updates are likely coming.""
 
 ",TRUE,1
"""At $93 trillion, the Green New Deal would cost more than the entire recorded spending of the U.S. since the Constitution went into effect in 1789.""
 ",FALSE,0
"Says Sinclair Lewis said, ""When fascism comes to America, it will be wrapped in the flag and carrying a cross.""",FALSE,0
"Says Winston Churchill said, ""When you’re 20, you care what everyone thinks, when you’re 40 you stop caring what everyone thinks, when you’re 60, you realize no one was ever thinking about you in the first place.""",FALSE,0
"""Since 2011, the gap in high school graduation rates between African-American students and all students has been cut in half, from 6.4 percent to 3.1 percent.""",TRUE,1
"""We maintain this (Missouri highway) system with one of the lowest levels of funding in the country.""",TRUE,1
Says the WIC program was created by the Black Panthers to help feed single mothers and children in their communities.,FALSE,0
"Says Bernie Sanders ""did not mention race or gender until 23 minutes into this speech"" announcing his 2020 presidential run.",FALSE,0
"A photograph of a black couple pictures the Sundance Kid.
 ",FALSE,0
"Virginia House ""Republicans have had more African-Americans on key committees than when the Democrats were in control.""
 ",TRUE,1
"""Chicago now has City ID Cards which allow illegal immigrants to vote in local, state & federal elections.""",FALSE,0
"Says Sen. Bernie Sanders lived off welfare before he was elected, never held a ""9-5 job"" and hasn’t proposed a single bill that passed.
 ",FALSE,0
"""CNN uses the same girl in 3 different Refugee Crisis pictures being saved by 3 different men.""",FALSE,0
"Says handing over arrested undocumented youth to ICE ""was an unintended consequence"" of a 2008 San Francisco policy that she supported.",FALSE,0
Says NC bill would change the grading scale.,FALSE,0
"""The Democrat(ic) position on abortion is now so extreme that they don’t mind executing babies AFTER birth.""",FALSE,0
"The Democrats’ Green New Deal includes ""working towards ending air travel.""",FALSE,0
"A girl’s ""life expectancy is seven years after entering into prostitution.""",FALSE,0
"West Virginia has ""the nation’s lowest workforce participation rate, which hovers around 50 percent, when the national average is about 63 percent.""",TRUE,1
Undocumented immigrants get Medicare for free.,FALSE,0
"Says a Republican bill ""pays for school construction with teacher pay raises.""",FALSE,0
"Under New York's new abortion law, ""If the baby was born alive, they would just let the baby expire."" ",FALSE,0
"The word picnic is a ""racially insensitive word.""",FALSE,0
"""In 2017, illegal aliens murdered 1,800 Americans.""",FALSE,0
"A photo shows Joe Namath and Al Woodall kneeling on the sideline of a football field during the national anthem.
 ",FALSE,0
"Says Gov. Ralph Northam ""stated that he would even allow a newborn baby to come out into the world... then talk to the mother and talk to the father and then execute the baby.""
 ",FALSE,0
"Says former Starbucks CEO Howard Schultz once said that he would ""hire an illegal immigrant"" before he would hire a veteran.",FALSE,0
A photo of a homeless camp on old railroad tracks is present-day Los Angeles.,FALSE,0
"A provision in the first bill passed by House Democrats would ""allow the billions of dollars of aid we send to other countries to be used for abortions.""",FALSE,0
"""Climate change is nothing but a bunch of computer models that attempt to tell us what's going to happen in 50 years or 30. Notice the predictions are never for next year or the next 10 years. They're always for way, way, way, way out there, when none of us are going to be around or alive to know whether or not they were true.""",FALSE,0
"""One out of every five people that the federal government charges with murder is an illegal alien.""",FALSE,0
"Says Bill Daley, as part of former Gov. Bruce Rauner’s transition team, wrote ""the blueprint"" for record Springfield gridlock.",FALSE,0
"Says U.S. Rep. Alexandria Ocasio-Cortez took a ""$10 million payout from Netflix.""",FALSE,0
"""More than a million Californians"" do not have ""clean water to bathe in or drink.""",TRUE,1
"Says Mitch McConnell's ""biggest donor"" is a ""Russian oligarch that the GOP just lifted sanctions on.""",FALSE,0
"""Today’s minimum wage worker making $7.25 an hour has less buying power than a minimum wage worker in the 1960s.""",TRUE,1
"Says that at Beto O’Rourke’s rally in El Paso, there were ""200 people, 300 people.""",FALSE,0
"""I have more military experience than anybody who’s arrived behind that desk since George H.W. Bush.""",TRUE,1
A photograph shows KKK members marching at the 1924 Democratic National Convention.,FALSE,0
"Muslim immigrants were responsible for 11,000 of 13,000 knife attacks in London in the past 12 months.",FALSE,0
"""The border city of El Paso, Texas, used to have extremely high rates of violent crime — one of the highest in the country, and considered one of our nation's most dangerous cities. Now, immediately upon its building, with a powerful barrier in place, El Paso is one of the safest cities in our country.""
 ",FALSE,0
"""Even the (Congressional Budget Office) says if you lower Medicare to allow 50 year olds to get into it, you can not only save the government money, but you can lower premiums for all Americans.""
 ",FALSE,0
"Says Red Cross President and CEO Marsha J. Evans makes ""$651,957 plus expenses"" a year and ""only 9 cents of every dollar"" donated to the organization goes to helping people in need.
 ",FALSE,0
"""Right now, women are able to access an abortion in the later stages of their pregnancy under certain conditions with approval of their medical doctors. I’ve done nothing to change that.""",FALSE,0
"""Go back to 2005 until now, we have quadrupled the number of Border Patrol agents.""",FALSE,0
"A New York law makes it ""now perfectly legal to murder"" a baby a minute before it would be born.
 ",FALSE,0
